datatime,temp,tempmin,tempmax,precip,windgust,winddir,windspeed,dew,humiditymin,humidity,pressure,solarradiation,snow,Temp_Range,feelslike,feelslikemax,feelslikemin,heat_index,Predicted_Health_Risk_Score
2014-01-01,39.2,32.54,46.22,0,17.448132,603.9738,8.276678,-5.5,29,51.3,1003.6,1713.89026,0,13.68,128.3445404,108.1015167,152.1923163,118.2426513,9.512122154
2014-01-02,34.7,29.66,43.16,0,8.94776,514.4962,4.47388,-12.9,17,35.4,1010.4,2550.00204,0,13.5,121.2392722,102.8095097,134.5433447,105.4719137,9.449490547
2014-01-03,36.14,30.02,45.14,0,12.079476,715.8208,5.59235,-6.2,32,54.4,1006.9,1302.77882,0,15.12,141.26488,111.9672827,166.194884,132.7374565,9.423261642
2014-01-04,31.82,25.34,42.08,0,10.513618,648.7126,5.368656,-10.3,33,47.1,1008.8,2261.11292,0,16.74,149.5236613,116.6941816,175.3153123,135.3158068,9.425261497
2014-01-05,30.56,24.26,38.84,0,9.842536,648.7126,4.250186,-10.7,27,48.4,1013.1,1966.66824,0,14.58,156.1804501,127.1827054,182.6503249,142.338909,9.431448936
2014-01-06,33.44,25.34,43.52,0,8.500372,648.7126,3.579104,-8.6,31,50.4,1017.3,2194.4462,0,18.18,147.71491,114.837911,181.5020912,135.8472033,9.454200745
2014-01-07,37.4,32.54,41.9,0,6.71082,447.388,3.802798,-4.9,43,56,1014.6,933.33408,0,9.36,137.6247841,122.1295818,156.8947822,130.5094829,9.422492027
2014-01-08,32.9,21.74,39.2,0,13.42164,603.9738,7.381902,-7.8,31,56.6,1010.9,1552.77902,0,17.46,155.8710295,131.4370078,210.1309915,148.9265225,9.443509102
2014-01-09,17.96,13.28,24.26,0,15.211192,648.7126,8.052984,-24.3,13,26.3,1017.9,2794.44668,0,10.98,135.4802815,121.276322,147.2702872,117.8426827,9.112596512
2014-01-10,23.54,15.26,30.38,0,9.395148,603.9738,4.47388,-14.2,30,48.6,1020.6,1919.44598,0,15.12,186.3292316,157.1772949,227.6500747,170.6565482,9.463707924
2014-01-11,28.94,22.28,36.32,0,9.171454,514.4962,4.250186,-14.7,14,44.1,1020.4,2102.77946,0,14.04,155.2005875,130.3546533,181.6881333,138.7101552,9.468011856
2014-01-12,27.68,18.14,36.5,0,14.987498,648.7126,7.605596,-13.8,15,43.5,1017.6,1966.66824,0,18.36,158.7183809,129.0462255,198.3175556,141.5559322,9.101853371
2014-01-13,20.84,13.1,29.12,0,11.855782,648.7126,6.487126,-23.1,15,26,1021.8,2822.22448,0,16.02,127.546516,110.7309854,146.212015,110.9220988,9.455107689
2014-01-14,24.26,15.98,33.98,0,10.961006,648.7126,4.921268,-18.4,18,33.8,1022.2,2566.66872,0,18,145.9698404,119.8689792,173.035803,126.6250938,9.447619438
2014-01-15,26.78,18.32,35.96,0,10.06623,648.7126,3.802798,-14.3,22,42,1021.7,2525.00202,0,17.64,158.8968791,128.6234905,192.95313,140.9064437,9.442749977
2014-01-16,32.18,24.8,38.48,0,8.500372,603.9738,4.250186,-6.9,48,59.9,1018.1,1150.00092,0,13.68,161.4365738,135.3488618,198.0159638,158.0072723,9.452547073
2014-01-17,31.82,25.34,38.84,0,7.82929,648.7126,3.579104,-8.7,28,55.9,1015.9,1858.33482,0,13.5,159.8822194,132.3703466,190.1443385,152.1777536,9.436983109
2014-01-18,28.04,23.18,33.44,0,15.882274,648.7126,6.934514,-13.7,25,42.4,1016.9,2658.33546,0,10.26,155.1567439,136.8790123,173.6851769,137.7535417,9.186878204
2014-01-19,27.32,18.68,36.32,0,9.395148,201.3246,4.250186,-13.4,22,44.8,1017.7,2313.89074,0,17.64,162.6787862,131.2283281,199.6101251,145.9245844,9.418387413
2014-01-20,29.3,24.44,35.42,0.20866153,15.211192,648.7126,7.158208,-3.9,64,83.3,1008.6,708.3339,2.0866153,10.98,177.199782,143.7395628,208.1312907,220.1379216,9.502631187
2014-01-21,22.1,19.04,26.42,0.02755907,10.06623,648.7126,5.368656,-11.4,56,62.6,1014.5,1494.44564,2.4015761,7.38,216.3990743,191.962099,235.1151221,218.4900195,9.477521896
2014-01-22,24.98,14.9,34.88,0,7.82929,559.235,3.579104,-10.8,36,60,1018,2666.6688,1.7716545,19.98,197.1593607,149.7268338,257.4823272,194.4440381,9.447467804
2014-01-23,30.56,22.64,39.38,0,9.395148,447.388,4.697574,-6.6,46,65.6,1015.7,2100.00168,1.4960638,16.74,172.2178393,132.8401335,216.2221874,176.7959048,9.440993309
2014-01-24,37.4,30.02,42.26,0,8.052984,111.847,5.816044,-3,55,64.4,1010.3,858.33402,0.9842525,12.24,140.6595452,122.2553435,174.3914564,141.9154076,9.439951897
2014-01-25,39.56,31.28,43.34,0.1181103,14.092722,603.9738,5.368656,-0.1,51,74.4,1006.2,397.22254,0,12.06,130.2749949,115.7084697,169.5285932,144.305479,9.579753876
2014-01-26,28.22,22.46,36.14,0,10.289924,648.7126,6.039738,-13.4,29,42.1,1016.9,3194.447,0,13.68,153.8942431,128.2382931,175.8125476,136.468729,9.447685242
2014-01-27,32.36,22.28,42.8,0,14.092722,514.4962,5.816044,-10.5,17,48,1013.4,2744.44664,0,20.52,148.7842288,115.3764027,190.876771,135.2072695,9.391087532
2014-01-28,34.7,26.6,40.28,0.01968505,11.1847,715.8208,6.487126,-8.6,20,52.8,1013.8,2983.33572,0,13.68,145.3853905,125.8291282,179.5900292,135.4303931,9.548746109
2014-01-29,35.96,22.46,46.76,0,11.1847,447.388,4.921268,-11,13,40.1,1011.1,2902.7801,0,24.3,125.8569527,100.5110925,170.4102225,110.7274794,9.420825005
2014-01-30,39.2,30.2,43.7,0.13779535,12.30317,603.9738,6.71082,-2.8,19,66.1,1005.4,536.11154,0,13.5,133.5432074,117.1825463,174.245519,136.4507065,9.539607048
2014-01-31,34.34,24.26,44.6,0,8.276678,760.5596,4.921268,-16.5,15,26.1,1013,2847.2245,0,20.34,102.0467271,88.18211574,120.5634678,88.62169911,8.800723076
2014-02-01,40.82,38.66,42.8,0.4330711,12.750558,156.5858,7.605596,-3.1,22,63.8,1005,136.11122,0,4.14,127.3771653,120.4216837,135.5324088,127.4551783,9.406376839
2014-02-02,40.82,37.04,43.7,0.01968505,9.618842,715.8208,4.47388,3.6,85,91.6,1000,511.11152,0,6.66,110.4791287,99.36468884,127.3078297,155.3409254,9.450289726
2014-02-03,25.7,17.24,37.04,0,15.434886,648.7126,9.618842,-16.3,18,38.5,1007,2230.55734,0,19.8,154.4300432,120.5684103,185.9766261,135.3587272,9.196737289
2014-02-04,18.68,13.1,25.34,0,14.987498,648.7126,7.605596,-23.8,17,25.9,1014.6,3555.5584,0,12.24,132.0371265,117.6586846,145.6993162,114.9346738,9.080058098
2014-02-05,23.36,15.98,32.54,0,8.500372,760.5596,4.47388,-21.1,17,27.5,1018.1,3044.44688,0,16.56,127.5416447,108.5914299,145.8861515,110.5440068,9.45375824
2014-02-06,29.66,22.64,40.1,0,8.276678,514.4962,3.802798,-17,16,29.8,1015.5,2688.89104,0,17.46,120.4368476,100.2116352,137.4698971,104.1967243,9.434357643
2014-02-07,36.32,28.4,45.68,0,16.553356,156.5858,10.737312,-8,33,47.3,1010,2500.002,0,17.28,134.1368522,107.6115287,162.9903112,121.2897857,9.408093452
2014-02-08,32.36,29.3,36.5,0.16929143,14.763804,156.5858,9.618842,-3,62,79.4,1006.8,1313.88994,2.2834658,7.2,162.086635,141.2346474,179.2214013,191.4097544,9.54271698
2014-02-09,29.12,25.88,33.26,0.00787402,11.408394,715.8208,6.039738,-5.2,63,76.5,1010.8,1358.33442,2.2834658,7.38,181.1363395,158.6013077,200.578101,207.4371452,9.479605675
2014-02-10,31.82,26.78,39.92,0.00787402,10.06623,111.847,5.59235,-8.4,35,55,1015.1,2811.11336,1.574804,13.14,159.0339553,128.1979422,181.8448793,150.4795322,9.481449127
2014-02-11,32.36,25.16,41.36,0,11.1847,156.5858,7.158208,-11.6,26,42.1,1015.9,3744.44744,0,16.2,139.8358487,114.16595,165.1965845,123.8878341,9.423509598
2014-02-12,34.16,28.4,41.18,0,9.842536,156.5858,5.59235,-8.3,38,49.3,1017.8,2411.11304,0,12.78,143.8114166,120.8254731,166.2715188,131.439025,9.429914474
2014-02-13,35.42,28.22,43.7,0,11.1847,156.5858,4.921268,-9,26,46.1,1019.6,2991.66906,0,15.48,135.6890756,111.7295471,161.6033803,122.0682058,9.444621086
2014-02-14,36.86,30.74,45.68,0,11.855782,156.5858,6.934514,-7.7,31,47.3,1017.4,2855.55784,0,14.94,132.3835062,107.6115287,153.8539652,119.681082,9.435956955
2014-02-15,36.86,28.58,47.3,0,12.750558,715.8208,6.039738,-5.8,31,54.6,1016.5,3663.89182,0,18.72,138.7354347,106.2799641,172.8954915,130.4560234,9.40767765
2014-02-16,37.04,30.02,46.58,0,8.724066,603.9738,3.802798,-6.2,31,53.3,1017.8,2430.5575,0,16.56,137.1613719,107.8185574,164.9146424,127.9533896,9.449616432
2014-02-17,39.56,33.62,47.3,0,11.632088,156.5858,4.47388,-6.8,29,45.5,1016.5,2291.6685,0,13.68,122.352837,102.9452155,140.8996626,109.6673178,9.396631241
2014-02-18,36.5,32.54,41.72,0,13.197946,156.5858,7.82929,-8.2,32,45.9,1016.3,2422.22416,0,9.18,131.9788199,116.7271174,145.1983594,118.5877421,9.393195152
2014-02-19,35.78,28.58,44.06,0,10.513618,648.7126,5.816044,-8,31,48.6,1015.7,3105.55804,0,15.48,137.347023,112.3978193,164.4117806,124.9936277,9.428521156
2014-02-20,34.16,29.84,41.9,0,12.079476,559.235,6.263432,-5.8,38,61.5,1016.5,3108.33582,0,12.06,153.5267226,123.3967318,173.5320891,151.8182781,9.425880432
2014-02-21,33.62,24.8,44.42,0,11.408394,603.9738,5.816044,-9.7,18,49.1,1019.5,3938.89204,0,19.62,145.5428312,111.7359282,181.578531,132.9197918,9.453753471
2014-02-22,35.96,28.22,45.32,0,12.30317,603.9738,4.697574,-8.1,26,49.3,1020.5,3413.89162,0,17.1,137.4580982,109.5290674,167.0256834,125.5236668,9.443797112
2014-02-23,37.58,28.76,47.3,0,10.961006,603.9738,4.697574,-6.9,29,50.6,1020.2,2950.00236,0,18.54,133.1511741,105.2003328,166.7295722,122.3158201,9.451063156
2014-02-24,39.38,31.46,48.74,0,10.06623,648.7126,5.144962,-3.7,40,58,1018.8,2847.2245,0,17.28,131.3799951,103.0161282,163.2816268,126.0579908,9.441877365
2014-02-25,42.26,33.08,54.14,0,10.961006,559.235,4.47388,-2,34,59.9,1017.9,3269.44706,0,21.06,121.9680351,91.00642272,157.4199873,118.315589,8.864507675
2014-02-26,47.12,34.52,61.52,0,9.395148,156.5858,4.250186,-3.9,21,44.9,1013.6,3575.00286,0,27,103.0000838,81.28194241,137.0813719,91.99391473,8.913490295
2014-02-27,45.86,38.84,55.58,0,12.30317,603.9738,6.263432,-0.8,30,55.4,1010,2663.89102,0,16.74,110.238312,88.92296251,132.1109386,103.5706898,8.82794857
2014-02-28,44.06,34.34,54.14,0,11.1847,648.7126,5.144962,-1.1,38,58.8,1011,2722.2244,0,19.8,116.0622268,91.1625256,151.3374446,111.5708311,8.862893105
2014-03-01,42.8,37.94,48.92,0,10.513618,603.9738,5.816044,-1.1,48,61.1,1008,2205.55732,0,10.98,120.3363056,102.4513774,137.7839862,117.70509,9.427658081
2014-03-02,40.1,31.64,50.18,0,14.987498,715.8208,6.71082,-7,16,46.4,1011,4461.11468,0,18.54,121.6497983,97.4529551,149.1558425,109.4311926,9.095814705
2014-03-03,41.36,30.2,53.42,0,11.408394,603.9738,4.47388,-9.7,18,34.4,1016,4002.78098,0,23.22,104.9735865,86.41999715,130.7137198,91.28731981,8.778321266
2014-03-04,43.34,35.96,54.14,0,12.526864,603.9738,6.487126,-5,22,48,1011.8,3119.44694,0,18.18,113.930385,90.83440005,136.0932518,103.1090295,8.906163216
2014-03-05,34.52,29.48,41.54,0,17.89552,648.7126,9.842536,-10.3,16,44.8,1013,4647.22594,0,12.06,136.9453841,116.2691239,154.4774156,122.5478177,9.879447937
2014-03-06,32.54,26.6,41,0,17.224438,603.9738,8.052984,-10.9,25,43.4,1016.5,3536.11394,0,14.4,141.3842393,116.3777994,162.5978638,125.8704964,9.125540733
2014-03-07,30.92,23.72,39.74,0,15.211192,603.9738,8.500372,-11.6,22,45.9,1019.1,4591.67034,0,16.02,151.0164684,122.2211961,179.7558302,135.9501607,9.095023155
2014-03-08,35.6,28.04,44.6,0,12.750558,447.388,5.59235,-6.6,25,55,1014.1,3300.00264,0,16.56,143.7502092,113.6545908,175.881513,135.6315332,9.428010941
2014-03-09,34.52,29.12,40.64,0.08661422,18.566602,603.9738,8.052984,-8.3,19,56.4,1010.4,4452.78134,0.7480319,11.52,149.0182307,126.4020912,172.4655694,142.0013652,9.817975044
2014-03-10,34.7,25.52,45.86,0,13.42164,514.4962,6.71082,-8.2,27,50.4,1015.8,4830.55942,0,20.34,143.0492278,108.6599294,180.679934,131.4657753,9.394978523
2014-03-11,40.1,30.38,48.92,0,14.54011,514.4962,6.263432,-1.9,30,65,1015.2,2891.66898,0,18.54,130.0760787,101.8148125,172.8666943,131.5443179,9.419018745
2014-03-12,44.42,39.2,49.1,0.00787402,7.605596,402.6492,3.35541,2.8,62,75.8,1006.9,1058.33418,0,9.9,111.1638231,96.72180448,131.141197,124.5326466,9.160586357
2014-03-13,41.36,34.88,46.94,0,17.224438,156.5858,8.94776,-3.4,38,54.5,1003.6,1944.446,0,12.06,123.2494959,107.1810887,146.1466302,115.4806334,9.522405624
2014-03-14,38.12,29.3,47.3,0,14.54011,603.9738,8.052984,-5,36,54.6,1008.5,4294.44788,0,18,134.1900997,106.2799641,169.6293833,126.0725865,9.397296906
2014-03-15,44.24,32.18,56.12,0,20.13246,514.4962,8.94776,0.6,32,66.8,1008.4,3580.55842,0,23.94,115.2694844,85.58072491,164.567913,117.929068,9.702608109
2014-03-16,52.34,42.26,65.3,0,10.06623,447.388,5.144962,5.1,33,68.3,1010,4000.0032,0,23.04,92.44602611,74.98576007,121.772782,95.30663029,8.985470772
2014-03-17,54.68,44.42,66.92,0.01968505,20.356154,514.4962,7.82929,8.8,51,79,1006.7,2572.22428,0,22.5,81.67486572,70.38778796,109.099233,94.64340418,9.832911491
2014-03-18,50.9,45.86,60.8,0.01574804,19.01399,514.4962,7.82929,5.8,46,75.3,1004.8,3430.5583,0,14.94,92.34850852,75.23431132,106.663544,102.4093145,9.940848351
2014-03-19,49.28,45.32,54.14,0,11.1847,514.4962,6.487126,3.3,49,65.5,1006.3,1830.55702,0,8.82,100.7506595,89.66848519,112.054586,101.52043,8.824783325
2014-03-20,43.34,37.04,50.54,0.01574804,16.77705,111.847,7.158208,1.1,40,71.3,1003.7,2230.55734,0,13.5,117.0594053,95.4053951,142.015854,125.0603587,9.667617798
2014-03-21,42.62,34.16,53.6,0,13.197946,648.7126,7.605596,-4.3,22,52.5,1009.5,5277.782,0,19.44,118.4597274,92.34144973,147.1662946,109.6547572,9.01913166
2014-03-22,47.48,36.14,59.9,0,13.197946,514.4962,5.59235,1.3,27,63.5,1012.8,4466.67024,0,23.76,106.0051118,81.14364014,145.7232494,105.2200937,9.032443047
2014-03-23,49.28,40.28,59.9,0,16.105968,514.4962,6.71082,2.4,38,63.6,1016.9,4291.6701,0,19.62,101.1757289,81.11436069,129.3474388,100.3815974,9.588419914
2014-03-24,51.62,40.28,59.54,0,18.566602,559.235,7.82929,3.3,37,60.5,1011.8,4102.78106,0,19.26,96.09417526,82.36543955,128.9031366,93.03415651,9.909421921
2014-03-25,58.28,53.42,64.76,0,11.1847,514.4962,6.039738,10.2,54,75.9,1004.6,2155.55728,0,11.34,77.86057586,72.19727255,86.23925261,86.82092738,8.959712029
2014-03-26,59.72,53.24,71.42,0,15.211192,559.235,6.263432,8.2,26,64.6,1000.1,3461.11388,0,18.18,81.03056207,75.32612358,91.75714154,80.78271187,9.367610931
2014-03-27,56.3,45.86,68.72,0,10.961006,514.4962,6.263432,7.3,39,68.9,1006.3,3927.78092,0,22.86,84.44577348,74.01516727,109.5318949,87.43680364,8.965809822
2014-03-28,61.88,52.34,74.84,0,14.987498,603.9738,5.816044,6.8,27,57.3,1006.4,4075.00326,0,22.5,80.3885952,77.38759786,94.84027371,76.03474919,9.32059288
2014-03-29,59,55.76,64.4,0.13779535,11.632088,201.3246,5.59235,9.8,42,73.4,998.7,969.44522,0,8.64,78.28592628,73.47551744,83.20535911,84.85881344,9.014645576
2014-03-30,58.82,50.36,69.08,0,14.092722,111.847,6.934514,7.5,35,63.5,999.7,5138.893,0,18.72,82.53193756,75.29223124,98.50471731,81.55166909,9.038004875
2014-03-31,58.1,47.84,68.36,0,11.632088,559.235,5.144962,2.8,22,49.3,1005.8,4055.5588,0,20.52,85.23208692,77.28611276,103.4737328,77.30754977,8.862868309
2014-04-01,60.08,49.1,73.4,0,14.316416,559.235,5.368656,-1.2,15,33.8,1005.6,4863.89278,0,24.3,80.09297439,76.81647449,91.44401655,69.65565795,8.992689133
2014-04-02,59.9,49.82,71.42,0,12.974252,648.7126,6.039738,-2.8,17,30,1006.4,4738.89268,0,21.6,78.7131657,76.19601204,87.06287033,68.28438864,8.875732422
2014-04-03,50.36,41.9,56.48,0.01968505,20.803542,111.847,6.934514,3.1,29,63,1003.2,1327.77884,0,14.58,98.60421129,86.18311084,123.5052526,97.30850216,9.78677845
2014-04-04,43.88,36.14,53.06,0,16.329662,514.4962,7.605596,-2.9,21,52.6,1003,5208.3375,0,16.92,114.8650126,93.34003945,139.8612032,106.3185615,9.502322197
2014-04-05,43.16,38.3,51.8,0,18.790296,715.8208,6.71082,-1.4,33,60.5,1003.9,4569.4481,0,13.5,119.1035257,95.69826415,136.2198256,115.9535202,9.826655388
2014-04-06,45.32,36.14,55.04,0,20.803542,559.235,8.94776,-3.1,24,50.6,1009.6,5994.44924,0,18.9,110.1240647,89.73281038,138.0994372,100.8182285,9.802401543
2014-04-07,50.54,40.82,62.06,0,14.316416,514.4962,7.605596,3.5,45,64.9,1008,4886.11502,0,21.24,97.74285511,78.38978906,127.3934739,97.92130961,9.363464355
2014-04-08,53.42,42.26,67.46,0,11.408394,603.9738,5.816044,3.2,18,60.9,1007.7,5563.89334,0,25.2,92.24258858,76.1123846,122.1100398,89.48934108,8.994330406
2014-04-09,50.54,44.6,59.54,0,11.632088,603.9738,6.71082,7.7,64,85.3,1007.1,4080.55882,0,14.94,85.49449619,69.95710672,103.1587556,108.4601266,8.960231781
2014-04-10,54.5,44.96,68,0,10.737312,559.235,5.368656,6.9,37,71.5,1008.4,4077.78104,0,23.04,86.51998489,73.25199611,111.4675895,91.93681142,8.967064857
2014-04-11,56.48,50.18,65.66,0,13.197946,514.4962,6.263432,7.7,43,69.5,1008.7,4472.2258,0,15.48,83.88589725,74.42208636,97.10469591,87.3524827,9.025630951
2014-04-12,57.74,51.98,62.96,0,8.052984,603.9738,3.802798,8.5,58,68.8,1007.3,1747.22362,0,10.98,82.19721384,76.26731287,93.05890376,85.01972633,8.948289871
2014-04-13,62.96,55.76,75.74,0,13.197946,559.235,4.921268,7.6,31,54.9,1006.5,4433.33688,0,19.98,79.76127229,77.92655929,88.65263255,74.3579016,8.936234474
2014-04-14,61.34,53.78,72.32,0,16.105968,514.4962,6.039738,6.2,33,53.3,1009.7,5183.33748,0,18.54,81.42987445,76.77858558,92.06109823,75.25306191,9.540392876
2014-04-15,55.22,48.74,62.24,0,11.855782,559.235,7.158208,9.3,61,80.1,1009,4338.89236,0,13.5,79.89844437,71.30302309,94.72753668,93.93415886,8.991061211
2014-04-16,57.2,50,66.92,0,9.842536,603.9738,4.026492,10.6,62,81,1005.5,1575.00126,0,16.92,76.04521203,69.46784711,90.6186325,90.50763219,8.963560104
2014-04-17,58.46,47.12,69.62,0.1181103,8.052984,111.847,4.250186,7.6,34,67.4,1003,3222.2248,0,22.5,81.71608938,74.44226891,106.1867546,83.44162893,9.003929138
2014-04-18,60.62,53.6,73.4,0,14.316416,603.9738,5.816044,7.4,29,59.9,1005.4,4872.22612,0,19.8,81.21185189,76.57069071,92.04865793,78.1429487,9.329662323
2014-04-19,57.2,52.52,65.12,0,13.645334,156.5858,10.06623,5.1,42,56,1009.3,3186.11366,0,12.6,86.32903407,78.04604495,94.50987148,81.04048196,9.095044136
2014-04-20,58.28,50,70.88,0,12.974252,648.7126,7.605596,4.6,31,54.4,1007.3,5894.44916,0,20.88,84.93634105,76.56753961,99.79184594,78.99396356,9.025442123
2014-04-21,59.18,49.64,70.52,0,14.987498,603.9738,6.71082,4.9,25,55.1,1005.1,5505.55996,0,20.88,83.70327152,76.50062397,100.6833361,78.14311191,9.317468643
2014-04-22,60.8,49.28,73.94,0,18.119214,603.9738,6.263432,2,17,43.1,1005.2,5255.55976,0,24.66,81.72957593,77.29487107,97.66954456,72.41662832,9.494504929
2014-04-23,62.96,50.72,76.82,0,11.632088,603.9738,5.59235,5.3,19,49.4,1007.6,5800.00464,0,26.1,80.18220381,78.48144184,97.33970349,72.68346104,8.956534386
2014-04-24,65.48,53.78,79.16,0,13.197946,603.9738,4.47388,5.5,19,49,1011.1,5433.33768,0,25.38,78.49013047,80.02272114,91.60869283,70.97526491,9.008719444
2014-04-25,66.2,54.14,78.62,0,14.092722,603.9738,4.921268,1.3,18,32.5,1012.7,5658.33786,0,24.48,76.92512995,78.58751617,84.46133367,66.54344166,8.930665016
2014-04-26,65.66,55.94,77.72,0,13.645334,603.9738,5.368656,3.9,23,38.9,1012.2,3872.22532,0,21.78,78.06107423,78.51494318,85.7291055,68.23928429,8.910899162
2014-04-27,60.08,56.48,64.94,0.33464585,8.724066,156.5858,5.144962,13.2,55,86.6,1010.2,1822.22368,0,8.46,68.44769807,66.32645689,72.59699472,88.65587351,8.970053673
2014-04-28,56.48,53.96,59,0.53149635,14.54011,156.5858,10.289924,12.1,78,91.6,1004,1355.55664,0,5.04,67.85986954,65.0798119,71.77052114,96.1021261,9.449887276
2014-04-29,59,53.42,66.02,0.21653555,17.89552,156.5858,8.94776,9.2,53,69.5,1000.3,3261.11372,0,12.6,80.13083033,74.28774948,89.62288447,83.44410328,9.840899467
2014-04-30,60.98,52.52,70.52,0,10.289924,603.9738,4.697574,8.5,47,62.1,999.9,4188.89224,0,18,80.28874591,75.57850162,93.87554251,78.49707744,8.929010391
2014-05-01,60.8,50.72,71.78,0,14.316416,559.235,7.158208,7.7,36,60.5,1003.3,6166.6716,0,21.06,80.87784099,76.00736361,98.13226174,78.15096227,9.336232185
2014-05-02,60.26,51.98,76.64,0.0393701,20.803542,447.388,8.052984,9.6,34,70.9,1002.4,4530.55918,0,24.66,77.97386778,78.32884594,92.14381812,82.35158482,9.814030647
2014-05-03,55.58,46.4,66.74,0,16.105968,603.9738,8.724066,3.7,34,54.6,1008.3,6922.22776,0,20.34,88.95892947,77.39768679,108.6114677,82.87175809,9.519328117
2014-05-04,54.14,47.3,68.9,0.00787402,21.25093,514.4962,8.500372,3.6,28,57.8,1004.6,4627.78148,0,21.6,91.27403254,76.31333732,106.7074991,86.69725035,9.875756264
2014-05-05,52.34,44.24,59.9,0,21.922012,514.4962,11.408394,2.2,28,56.5,1006.7,6669.44978,0,15.66,94.86683353,82.65279401,115.0862866,89.44376218,9.997857094
2014-05-06,55.58,45.68,66.2,0,15.882274,447.388,7.605596,0.1,18,45.9,1007.5,6691.67202,0,20.52,88.22893813,78.18753848,106.8061427,78.99372213,9.229336739
2014-05-07,60.26,47.66,72.14,0.0787402,17.89552,559.235,8.500372,3.7,22,48.3,1002.6,5808.33798,0,24.48,82.68188028,76.98623953,103.4874573,74.6435868,9.580803871
2014-05-08,58.1,52.7,67.1,0.1574804,16.329662,514.4962,9.395148,11.5,49,83.9,1000.6,3713.89186,0,14.4,72.64742679,68.0785138,81.78417907,90.17676047,9.676523209
2014-05-09,62.24,49.64,74.84,0,11.408394,514.4962,4.47388,7.6,26,60.8,1007.6,6258.33834,0,25.2,79.34243301,77.22073057,100.6783021,76.84669864,8.912517548
2014-05-10,68.9,55.22,82.94,0,8.94776,603.9738,4.697574,6.7,20,43.4,1009.8,6550.00524,0,27.72,77.26830842,82.75502987,88.1301461,68.22957323,8.773535728
2014-05-11,66.02,60.62,74.84,0.9055123,12.750558,201.3246,7.605596,8,30,54.4,1001,2294.44628,0,14.22,77.75983799,77.48617504,82.0828845,72.28268108,9.13432312
2014-05-12,61.52,56.48,68.72,0.393701,24.830034,514.4962,11.632088,12.4,50,79.1,995.2,4600.00368,0,12.24,72.4337047,70.65581478,78.48412213,84.1243844,9.899887085
2014-05-13,66.56,53.42,78.08,0,19.01399,559.235,8.94776,13,43,69.9,996.9,6147.22714,0,24.66,73.98758828,80.12880578,89.4472596,77.65650097,9.68227005
2014-05-14,67.28,59.54,78.62,0,14.316416,559.235,7.82929,10.6,32,59.1,992,6438.89404,0,19.08,76.50976005,80.22936497,82.65895121,73.31590366,9.367982864
2014-05-15,64.76,58.1,74.66,0.01181103,17.671826,559.235,8.94776,11.4,38,66.9,990.9,6541.6719,0,16.56,75.72248146,76.66693984,82.41679024,77.1407712,9.638288498
2014-05-16,66.2,54.14,79.16,0,13.869028,559.235,6.487126,7,24,50.3,998.3,6352.78286,0,25.02,78.04743435,80.11815308,91.18733259,70.98842633,9.013216972
2014-05-17,68,57.74,79.16,0,10.06623,603.9738,5.144962,8.3,29,48,1001.9,5672.22676,0,21.42,77.44885324,79.94982282,85.60107926,69.66019889,8.880237579
2014-05-18,68.54,56.66,80.78,0,12.526864,603.9738,5.368656,9,29,50.1,1002.8,6269.44946,0,24.12,77.19298858,81.53341606,87.22930935,70.09850146,8.871414185
2014-05-19,68,57.38,79.16,0,12.30317,648.7126,5.144962,10.4,33,55.1,1002.4,5541.6711,0,21.78,76.88267029,80.47702063,86.14324815,71.77181227,8.907396317
2014-05-20,70.7,60.98,83.12,0,11.408394,648.7126,4.921268,8.3,23,45.4,996.4,4877.78168,0,22.14,77.02616197,83.24877586,81.80702554,68.42242889,8.722599983
2014-05-21,68.18,60.62,79.7,0,17.224438,559.235,8.276678,13,40,65.3,996.6,6705.56092,0,19.08,74.97852624,81.98700414,79.74262622,75.49356964,9.556347847
2014-05-22,69.62,56.48,82.94,0,11.855782,603.9738,5.59235,12.7,31,63.4,1001.8,6561.11636,0,26.46,75.29899389,86.60414357,86.07345891,74.68156097,8.790572166
2014-05-23,71.6,63.68,82.04,0,12.526864,514.4962,6.487126,15.5,47,68.4,1007.5,5308.33758,0,18.36,74.7059991,86.16400264,75.88679956,77.66679326,8.760416031
2014-05-24,70.34,62.42,82.22,0,15.434886,603.9738,5.144962,14.9,41,68.8,1006.7,4072.22548,0,19.8,74.23287451,86.58097526,76.70819385,77.36704364,9.182121277
2014-05-25,68.9,64.94,76.82,0.8267721,13.869028,447.388,5.368656,16.2,46,78.9,998.6,1866.66816,0,11.88,70.79065404,78.31771743,70.68351892,82.42021804,9.073060989
2014-05-26,66.92,61.7,76.46,0.05905515,16.77705,514.4962,8.94776,12.2,30,67.4,992.3,6022.22704,0,14.76,74.67304004,78.22566947,77.88662281,76.5406466,9.691601753
2014-05-27,73.04,62.06,82.94,0,19.237684,514.4962,9.395148,11.4,33,49.5,989.9,6444.4496,0,20.88,77.07519808,83.74023106,80.94187252,69.65727125,9.587070465
2014-05-28,75.2,67.82,85.64,0,12.526864,603.9738,5.59235,15.7,43,60.8,990.3,5588.89336,0,17.82,77.44244111,90.69503662,76.03242117,75.49567982,8.797280312
2014-05-29,73.76,63.5,87.62,0,13.645334,648.7126,6.263432,12.3,24,54.6,996.9,6622.22752,0,24.12,77.05766138,92.10603505,79.36031106,71.73813258,8.915714264
