datatime,temp,tempmin,tempmax,precip,windgust,winddir,windspeed,dew,humiditymin,humidity,pressure,solarradiation,snow,Temp_Range,feelslike,feelslikemax,feelslikemin,heat_index,Predicted_Health_Risk_Score
2018-10-27,47.66,43.16,52.88,0,12.974252,603.9738,7.158208,-1.6,30,49.6,1004.5,3222.2248,0,9.72,103.9978296,93.28112033,115.388903,94.68320657,8.91327095
2018-10-28,46.94,41.36,56.3,0.21653555,13.197946,648.7126,3.35541,4.4,53,77.1,999.8,1850.00148,0,14.94,102.1601928,80.10065794,121.6525475,115.9868442,9.080471992
2018-10-29,44.96,38.12,53.06,0,11.855782,648.7126,4.47388,-0.9,37,57.3,1004.3,2733.33552,0,14.94,113.1418398,93.3873845,135.6517866,107.6191932,8.860666275
2018-10-30,42.98,33.26,52.88,0,7.82929,603.9738,3.579104,-3.6,31,51.3,1011.2,4041.6699,0,19.62,116.8203399,93.53945291,149.3962349,107.4305042,8.877857208
2018-10-31,45.32,37.4,54.68,0,9.171454,603.9738,3.579104,-1.4,33,55.4,1013.1,4030.55878,0,17.28,111.7279223,90.45900994,137.2692072,105.0020064,8.860967636
2018-11-01,47.12,36.5,59.36,0,8.052984,715.8208,2.908022,-1.1,28,53.4,1015.8,3875.0031,0,22.86,106.4709678,83.62224988,139.1874015,98.8294719,8.933423996
2018-11-02,51.08,39.2,66.2,0,5.59235,603.9738,2.460634,1.2,29,54.9,1017.3,3755.55856,0,27,97.46891898,77.60778603,130.5946848,91.08179081,8.955747604
2018-11-03,52.16,41,66.38,0,8.94776,648.7126,2.908022,1.9,21,56,1015,3775.00302,0,25.38,95.24028494,77.37292567,125.048054,89.53328731,8.921110153
2018-11-04,52.88,41.54,66.92,0,7.605596,648.7126,2.908022,1.9,23,55,1012.2,3725.00298,0,25.38,93.79631836,77.27233287,122.8924317,87.64271029,8.953243256
2018-11-05,53.42,43.88,64.94,0,5.144962,447.388,2.460634,5.1,35,65.5,1012.9,3080.55802,0,21.06,91.11621772,76.052855,116.6713771,91.6066255,8.936834335
2018-11-06,53.96,46.4,63.5,0,5.816044,447.388,2.013246,6.8,49,70.5,1014.7,2180.5573,0,17.1,88.06682545,75.21313289,107.2888452,92.6583666,8.950799942
2018-11-07,55.04,50.54,60.26,0.0787402,6.263432,715.8208,2.460634,9.2,67,79.5,1014,1125.0009,0,9.72,80.65558479,73.32405531,90.3993856,94.07145925,9.009944916
2018-11-08,53.24,50.9,58.46,2.5196864,11.1847,603.9738,4.026492,10.8,70,93.8,1002.5,363.88918,0,7.56,70.6078843,63.43032335,75.43362972,104.4726692,8.996623993
2018-11-09,53.78,49.1,59.72,0.0393701,12.526864,603.9738,6.934514,6.3,46,69,1006.9,2708.3355,0,10.62,89.09454042,79.42783372,100.1138439,92.39626718,9.018204689
2018-11-10,53.42,47.84,62.78,0,7.381902,603.9738,3.131716,5.8,34,69.1,1013.4,3094.44692,0,14.94,89.79372907,76.29535514,103.5568743,93.2220219,8.970813751
2018-11-11,46.58,41.72,51.62,0,8.276678,715.8208,2.460634,2.2,47,67.6,1011.9,1033.33416,0,9.9,107.725412,94.344279,123.8585966,110.776243,9.129863739
2018-11-12,46.58,37.58,59.18,0,7.381902,760.5596,2.684328,-1.5,31,52.3,1009.6,3366.66936,0,21.6,107.5280902,83.89853374,134.5116544,99.24686335,8.962079048
2018-11-13,47.84,39.38,59.72,0,6.71082,648.7126,2.460634,-1,33,51.6,1009.6,3250.0026,0,20.34,104.230942,83.28130333,127.9714063,95.81023947,8.908617973
2018-11-14,49.64,40.64,61.88,0,6.934514,715.8208,2.460634,0.7,27,55.5,1012.9,3225.00258,0,21.24,100.7198428,80.65804611,126.028461,94.50402499,8.888674736
2018-11-15,49.46,40.46,61.16,0,5.368656,402.6492,2.23694,0.6,29,55.4,1014.2,2652.7799,0,20.7,101.1291858,81.39276308,126.5811607,94.84013374,8.876849174
2018-11-16,47.84,39.56,58.1,0,8.94776,648.7126,3.802798,2.4,44,65.1,1011.6,2300.00184,0,18.54,104.713873,83.04559423,132.1357228,105.2679344,8.974132538
2018-11-17,40.82,33.08,52.52,0,8.276678,603.9738,3.131716,-5.1,29,50.8,1013.1,2547.22426,0,19.44,122.9096984,94.13888015,149.5331925,112.8489579,9.115744591
2018-11-18,42.98,35.42,51.26,0,6.934514,648.7126,2.460634,-4,33,48.8,1011.2,2080.55722,0,15.84,115.4026356,96.12473697,138.7983922,104.8329103,9.116996765
2018-11-19,43.7,37.94,52.34,0,9.842536,715.8208,3.131716,-3.5,30,50.4,1012.2,2175.00174,0,14.4,114.3432277,94.41139585,131.7812807,104.6425404,9.120009422
2018-11-20,43.7,32,54.86,0.00787402,9.395148,447.388,4.026492,-7.3,16,39.9,1014.4,3063.89134,0,22.86,106.5711502,87.43021014,137.0748449,93.72343734,8.850422859
2018-11-21,42.44,37.58,46.76,0.0393701,10.06623,715.8208,2.684328,-2.6,27,57.1,1013.9,819.4451,0,9.18,120.7586117,108.0824655,137.5549587,114.9109378,9.492810249
2018-11-22,36.14,29.66,44.78,0,12.526864,603.9738,5.368656,-11.9,19,35,1015.5,3005.55796,0,15.12,117.0556316,99.40184683,133.600786,101.7832825,9.442869186
2018-11-23,35.42,26.42,45.68,0,8.276678,760.5596,3.131716,-14.7,15,29.6,1017.9,2988.89128,0,19.26,108.1002327,91.65525191,127.3426544,93.60094984,8.873298645
2018-11-24,36.68,32.54,38.84,0.42913409,7.381902,313.1716,4.026492,-3.4,25,71.1,1013.2,938.88964,3.4645688,6.3,143.647393,134.36298,163.2804047,154.1911824,9.510075569
2018-11-25,40.64,34.34,49.64,0,4.250186,603.9738,2.23694,0.9,49,77.8,1014,2194.4462,1.181103,15.3,124.0976361,93.95372109,152.5927417,142.7716446,9.110927582
2018-11-26,43.34,34.88,56.48,0,4.250186,156.5858,2.23694,0.8,41,70.1,1014.3,2791.6689,0.1181103,21.6,117.4709237,83.61847538,151.9697703,124.0181535,8.936144829
2018-11-27,44.78,37.58,54.5,0,8.276678,760.5596,3.35541,0.3,31,65,1012.3,1283.33436,0,16.92,113.8282306,89.12778469,139.997431,114.6157021,8.845521927
2018-11-28,41,35.78,51.98,0,8.276678,603.9738,3.579104,-13,12,27.1,1014.3,2688.89104,0,16.2,94.23422932,82.25418341,102.0437228,81.80523092,8.912060738
2018-11-29,38.3,33.08,44.06,0,7.381902,715.8208,2.908022,-8.8,26,41.4,1016.1,780.55618,0,10.98,121.2710434,107.1671348,136.3809404,107.1099751,9.445531845
2018-11-30,36.86,29.3,46.4,0,7.381902,715.8208,3.131716,-8.6,16,46.1,1016.5,2838.89116,0,17.1,131.0732768,105.2678603,157.4149828,117.8633138,9.413095474
2018-12-01,41.9,33.44,54.32,0,5.59235,447.388,2.23694,-6.6,24,42.3,1016.6,2744.44664,0,20.88,113.0343946,89.04343095,136.720459,100.1059149,8.749126434
2018-12-02,46.76,37.04,53.24,0,4.921268,201.3246,2.908022,-1.7,44,50.1,1013.1,1552.77902,0,16.2,106.3151719,92.7205747,134.5372997,97.04698442,8.84373188
2018-12-03,52.7,48.74,56.3,0.37401595,7.158208,603.9738,3.131716,9.1,47,87.4,1005.9,180.5557,0,7.56,78.54040105,72.14445126,88.1312072,103.0860497,8.912082672
2018-12-04,44.06,31.46,53.24,0.1968505,12.526864,760.5596,6.039738,2.1,42,74.9,1009.1,925.00074,0,21.78,112.9097207,87.22745889,168.4760293,125.2434803,8.963430405
2018-12-05,32,24.26,38.12,0,8.94776,648.7126,3.35541,-12.2,25,39.5,1016.5,1758.33474,0,13.86,136.3300643,119.242383,162.0810201,119.7542114,9.413732529
2018-12-06,36.32,30.2,44.24,0,12.750558,648.7126,5.144962,-7,31,50.5,1012.9,2158.33506,0,14.04,137.3769897,112.9274128,160.5779888,126.2122551,9.39828968
2018-12-07,18.86,14.72,30.02,0,13.197946,648.7126,8.500372,-20,20,37.1,1021.6,3030.55798,0,15.3,174.8163587,137.3696193,190.9887964,152.8563957,9.413591385
2018-12-08,17.06,11.48,24.08,0,12.30317,715.8208,5.816044,-21,20,37.1,1022.9,2986.1135,0,12.6,181.6961819,156.1844131,204.506514,158.9585119,9.470347404
2018-12-09,19.04,10.76,28.22,0,7.605596,648.7126,3.35541,-23.2,16,27,1025.7,2936.11346,0,17.46,135.8597288,115.4664079,157.8516518,117.9565523,9.478859901
2018-12-10,27.5,17.42,40.28,0,6.487126,760.5596,2.013246,-17,18,33.3,1023.5,2627.77988,0,22.86,135.2457639,105.4768385,166.0698264,117.2279998,9.437774658
2018-12-11,32.36,27.68,37.22,0,8.724066,760.5596,2.684328,-10.8,24,44.8,1017.8,997.22302,0,9.54,144.1840548,128.4772443,161.2832393,129.1064337,9.458270073
2018-12-12,28.58,23,36.32,0,8.94776,648.7126,4.921268,-14.9,20,39,1018.8,2894.44676,0,13.32,146.035184,123.2063902,165.3217045,128.1342628,9.464436531
2018-12-13,28.04,21.38,35.78,0.05118113,12.974252,715.8208,4.47388,-9.8,33,57.4,1018.6,1619.44574,0.6692917,14.4,178.6602142,144.6372259,213.4153101,172.3627709,9.581044197
2018-12-14,24.08,17.96,33.08,0,7.82929,715.8208,3.802798,-15,29,44.3,1024.2,2888.8912,0,15.12,174.6112258,140.9811194,201.5225258,156.4830936,9.467855453
2018-12-15,27.68,17.96,37.76,0,4.697574,603.9738,2.23694,-12.7,28,46.8,1021.4,2452.77974,0,19.8,165.0131189,129.0152102,208.6377606,149.3933446,9.446973801
2018-12-16,32,27.32,35.78,0.01181103,3.802798,111.847,2.013246,-6.1,53,63.8,1010,886.11182,0.1574804,8.46,164.4052013,147.3271376,188.0618559,165.9634897,9.45046711
2018-12-17,34.88,29.3,42.62,0.01181103,9.618842,760.5596,4.026492,-5.9,31,60.1,1007.8,2477.77976,0,13.32,149.776533,120.8117434,175.1043976,146.4442735,9.461708069
2018-12-18,36.68,26.96,45.32,0,9.171454,603.9738,3.131716,-5.4,35,56.3,1009.4,2130.55726,0,18.36,140.4960988,111.9247393,182.6384022,133.5653758,9.437129021
2018-12-19,39.2,34.34,49.1,0,7.381902,715.8208,3.131716,-5.8,17,53.4,1010.4,2580.55762,0,14.76,129.734125,101.6960894,147.3074693,120.9325932,9.452115059
2018-12-20,38.12,30.02,50.72,0,5.368656,715.8208,2.013246,-7.7,27,45.5,1012.8,2438.89084,0,20.7,126.5577608,96.08537217,153.6839272,113.4750771,9.099662781
2018-12-21,42.08,32.72,49.64,0,5.816044,715.8208,2.460634,-7.2,28,40.1,1012.5,1616.66796,0,16.92,110.3705539,95.29798108,135.2454817,97.10825609,9.097901344
2018-12-22,44.42,37.22,54.32,0,8.052984,648.7126,3.35541,-3.5,26,48.9,1012.5,2480.55754,0,17.1,111.627979,90.69498347,132.8219474,101.4035077,8.864552498
2018-12-23,36.32,25.88,45.5,0,12.750558,715.8208,6.487126,-9.5,21,43,1014.1,2661.11324,0,19.62,128.9293296,105.280684,164.4920805,114.522463,9.394237518
2018-12-24,27.86,21.38,37.58,0,8.052984,648.7126,3.579104,-16.1,16,35.9,1017,2916.669,0,16.2,140.970864,115.2205357,161.7813829,122.724087,9.447317123
2018-12-25,33.08,24.8,41.36,0,6.039738,447.388,2.684328,-8.2,33,53.4,1013.3,1575.00126,0,16.56,152.2730039,122.7289502,189.0982724,142.5113416,9.420836449
2018-12-26,29.3,19.22,37.4,0,10.06623,715.8208,6.263432,-14.7,17,40.8,1014.9,2769.44666,0,18.18,147.49226,122.9123301,185.4075182,130.1470827,9.431126595
2018-12-27,13.82,9.5,20.3,0,12.974252,648.7126,7.82929,-25.8,16,28.3,1019.5,2900.00232,0,10.8,155.6592925,137.970398,168.6808891,135.1133143,9.434605598
2018-12-28,13.1,6.08,20.12,0,9.842536,603.9738,5.59235,-23.9,23,33,1021.6,2877.78008,0,14.04,179.914791,156.1077392,206.8307934,156.2824346,9.453169823
2018-12-29,18.32,13.1,26.6,0,12.30317,715.8208,6.487126,-22.9,18,29,1024.3,2936.11346,0,13.5,146.0485359,125.0724144,161.1839026,126.5072051,9.471840858
2018-12-30,19.76,11.66,30.38,0,6.934514,760.5596,2.684328,-19.8,23,35.9,1026.8,2911.11344,0,18.72,167.4394668,133.6650891,198.4626114,145.9314765,9.460796356
2018-12-31,22.28,13.1,31.1,0,7.605596,648.7126,2.684328,-17.8,16,39.6,1026.2,2544.44648,0,18,169.6946613,139.2819408,207.743445,149.3724993,9.480332375
2019-01-01,23,17.24,30.92,0,9.618842,603.9738,4.697574,-14.1,34,49.5,1022.6,2177.77952,0,13.68,190.6833103,156.3199452,219.5444651,175.5819262,9.457121849
2019-01-02,23.18,16.16,32.36,0,8.052984,715.8208,3.802798,-16.1,20,42.8,1023.4,2911.11344,0,16.2,174.6917609,141.0041867,205.2414099,155.5961823,9.462200165
2019-01-03,25.7,16.88,37.76,0,6.487126,603.9738,3.131716,-16.3,18,38.8,1024.2,2855.55784,0,20.88,155.1902252,119.1765747,188.4975099,136.1469378,9.438480377
2019-01-04,30.02,20.84,39.38,0,6.71082,447.388,2.684328,-9.3,34,55.5,1019.5,1722.2236,0,18.54,167.4000842,130.2856271,213.2003747,159.1411873,9.428806305
2019-01-05,26.96,22.1,33.98,0,9.618842,715.8208,4.921268,-15.5,20,40.3,1016.6,2791.6689,0,11.88,154.4305253,131.8290552,172.3553244,136.1008495,9.417520523
2019-01-06,26.96,20.66,36.86,0,7.158208,603.9738,2.684328,-16.5,19,35,1017.6,2677.77992,0,16.2,141.33064,115.3921391,161.2794752,122.8243025,9.442967415
2019-01-07,28.58,20.84,37.58,0,10.513618,715.8208,3.131716,-12.2,28,46.4,1017.4,2419.44638,0,16.74,160.7225612,129.1561501,193.8157023,145.1670242,9.443610191
2019-01-08,25.7,19.04,32.9,0,14.54011,715.8208,5.816044,-18.6,20,31,1018.2,2905.55788,0,13.86,133.4239699,116.2917408,151.9796533,115.4338399,9.100954056
2019-01-09,23.54,15.08,34.34,0,7.82929,760.5596,2.908022,-20.3,17,28.8,1022,2352.77966,0,19.26,131.6989015,108.3747217,154.3524697,113.9911874,9.458333015
2019-01-10,30.92,23.9,37.4,0,8.500372,648.7126,2.908022,-10.8,27,48.8,1015.5,1644.44576,0,13.5,155.3503251,132.1363485,185.0843047,141.8495355,9.44056797
2019-01-11,36.32,31.28,44.96,0,5.816044,648.7126,2.23694,-5.2,39,58.8,1014.2,2369.44634,0,13.68,143.2547409,113.3554497,164.7315962,138.5717785,9.423743248
2019-01-12,37.04,30.92,46.4,0,7.82929,648.7126,2.908022,-7.4,32,47.6,1012.1,2141.66838,0,15.48,132.1173286,106.0629811,153.6189201,119.5985451,9.444401741
2019-01-13,34.16,26.6,45.68,0,7.158208,603.9738,3.131716,-7.8,21,54.3,1014.8,2769.44666,0,19.08,148.8013507,110.4617057,181.7531626,139.9287719,9.435681343
2019-01-14,34.52,27.68,41.54,0,5.59235,603.9738,2.013246,-3.8,50,68.6,1014.8,1675.00134,0,13.86,153.6582865,124.3355404,188.684156,161.3792623,9.431566238
2019-01-15,28.94,19.04,36.68,0,13.645334,603.9738,6.039738,-9.2,30,58.8,1013.2,1925.00154,0,17.64,175.7137902,141.8344656,229.2695655,171.101406,9.433708191
2019-01-16,22.64,13.82,30.02,0,9.618842,760.5596,5.144962,-15.8,17,45.9,1015.9,2877.78008,0,16.2,184.4724403,154.3516476,226.952934,166.6828942,9.429204941
2019-01-17,31.46,26.24,39.2,0,11.1847,715.8208,3.802798,-11.9,19,45.8,1013.4,3075.00246,0,12.96,148.8964806,123.6833705,168.9628458,133.9534987,9.433263779
2019-01-18,33.08,23.72,44.06,0,10.06623,648.7126,2.908022,-10.8,21,44,1016.7,2888.8912,0,20.34,140.5276899,109.3084098,175.3985101,125.3901211,9.419520378
2019-01-19,38.48,32,47.3,0,6.71082,648.7126,2.684328,-3.6,44,59.8,1011.7,1741.66806,0,15.3,135.3160655,106.7778262,162.1844324,131.5870966,9.429458618
2019-01-20,29.48,22.1,39.2,0,12.30317,715.8208,7.158208,-14.6,19,38.5,1011.7,3211.11368,0,17.1,142.0706598,115.212629,167.1976889,124.4628587,9.431408882
2019-01-21,29.84,19.94,39.56,0,9.618842,559.235,3.579104,-8.5,40,57.8,1010.7,852.77846,0,19.62,170.5143178,130.6644716,222.2776211,164.7095066,9.434849739
2019-01-22,35.06,26.06,44.78,0,9.842536,603.9738,3.802798,-4.9,42,62,1008.6,2736.1133,0,18.72,149.8436678,114.0556773,193.3749837,148.6244176,9.431773186
2019-01-23,35.6,30.56,44.6,0,11.408394,715.8208,5.144962,-9.7,17,48.9,1009.6,3013.8913,0,14.04,138.2834212,111.1625427,156.9022758,126.0437327,9.439037323
2019-01-24,32.18,23.72,43.7,0,7.82929,603.9738,3.802798,-14.5,11,34.9,1013.7,3252.78038,0,19.98,126.6173898,101.2155964,150.9548766,110.0295255,9.435830116
2019-01-25,29.84,25.16,36.68,0,12.30317,715.8208,5.816044,-17.9,18,27.6,1013.4,3211.11368,0,11.52,114.001278,101.6593698,123.8237457,98.76582176,9.441029549
2019-01-26,27.5,20.3,36.32,0,9.842536,648.7126,5.368656,-17.7,20,30.9,1017.5,3413.89162,0,16.02,128.5700042,109.0233248,147.8980012,111.2312908,9.437823296
2019-01-27,31.82,20.12,41.18,0,8.276678,447.388,3.802798,-9,28,52.5,1015.9,2863.89118,0,21.06,156.4252556,122.8184129,211.2925641,145.7321521,9.429105759
2019-01-28,34.16,27.68,40.1,0,15.211192,715.8208,6.934514,-12.4,17,40.4,1011.6,3266.66928,0,12.42,131.4645902,115.4159548,152.1556637,115.778338,9.093046188
2019-01-29,31.64,21.92,44.6,0,8.276678,603.9738,3.35541,-14.1,18,35.5,1016.9,3297.22486,0,22.68,129.3244889,100.2688908,158.6719967,112.4975142,9.44852066
2019-01-30,35.24,26.96,43.88,0,8.500372,603.9738,3.35541,-6.6,39,54.6,1014.9,2536.11314,0,16.92,144.832867,115.6078195,180.4501468,136.3459266,9.430433273
2019-01-31,28.4,20.84,36.14,0,10.513618,648.7126,6.487126,-18.4,18,29,1010.5,1658.33466,0,15.3,121.0044903,105.5150972,139.2708171,104.706981,9.441400528
2019-02-01,28.22,18.68,37.04,0.01181103,10.961006,648.7126,3.802798,-11.9,27,47.6,1013,2697.22438,0.0787402,18.36,164.2275401,132.1173286,207.2160049,149.2379654,9.478471756
2019-02-02,34.52,26.24,42.98,0,4.026492,111.847,2.23694,-5.6,46,60,1011.2,1244.44544,0.0787402,16.74,151.2465418,119.6259534,190.4723298,147.8210671,9.446493149
2019-02-03,37.94,35.6,40.82,0.6299216,8.94776,715.8208,3.802798,2.2,53,92.9,1002.2,150.00012,0,5.22,121.3961571,108.8067016,132.7261024,174.2424384,9.327068329
2019-02-04,30.92,26.06,37.4,0,10.961006,648.7126,4.697574,-13,17,40.4,1014.7,3538.89172,0,11.34,141.3948916,122.3647596,157.8474763,124.5672256,9.428700447
2019-02-05,37.04,25.52,50.18,0,6.487126,447.388,2.23694,-11.3,17,37.1,1010.6,3280.55818,0,24.66,118.4100575,92.46061501,151.3899102,103.3803868,8.83535862
2019-02-06,41.18,32.18,48.74,0,6.934514,447.388,2.908022,-3.7,34,54.9,1005.6,1908.33486,0,16.56,124.0030211,102.7743288,157.4161541,116.4792966,9.426476479
2019-02-07,28.22,17.24,43.34,0.01968505,12.30317,715.8208,7.82929,-13.6,18,45.5,1011.9,3636.11402,0,26.1,160.5129739,112.2018481,208.4777466,144.3884014,9.571331978
2019-02-08,21.02,13.64,29.66,0,10.513618,760.5596,5.144962,-20.4,18,31.5,1015.3,3355.55824,0,16.02,147.9918383,124.9265182,171.2276321,128.1173805,9.423642159
2019-02-09,22.28,16.52,28.58,0,10.961006,715.8208,6.039738,-20.6,20,30,1017.4,3686.11406,0,12.06,139.1267747,123.4387675,155.4313436,120.3795084,9.445178986
2019-02-10,23,15.62,28.58,0,8.052984,648.7126,3.802798,-19.5,22,31.3,1019.8,2175.00174,0,12.96,141.6424151,127.0237054,163.8148242,122.5784025,9.469483376
2019-02-11,26.6,18.5,35.6,0,10.961006,715.8208,5.144962,-16.7,19,34.9,1020.7,4036.11434,0,17.1,142.1294661,118.1448536,168.3725113,123.4980426,9.452218056
2019-02-12,30.92,24.62,38.66,0,9.618842,760.5596,4.250186,-14.5,22,35.5,1023,3427.78052,0,14.04,131.2762794,112.1568327,149.8702716,114.1918012,9.462000847
2019-02-13,28.22,21.74,36.5,0,11.408394,648.7126,5.368656,-19.1,15,26.6,1022,3930.5587,0,14.76,114.2479728,99.80441909,127.8890494,99.11972957,9.451953888
2019-02-14,31.1,21.38,43.34,0,7.158208,603.9738,3.131716,-18.7,16,24.3,1019.9,3997.22542,0,21.96,102.3954808,86.69422607,119.5270676,89.28830332,8.821653366
2019-02-15,30.56,26.78,33.62,0.08661422,8.94776,648.7126,4.250186,-5.5,30,72.8,1012.9,991.66746,0.9448824,6.84,173.552989,157.7387248,194.9515829,190.7569664,9.507522583
2019-02-16,27.14,22.82,34.7,0.00787402,10.289924,715.8208,5.816044,-9.7,38,59,1013.5,3663.89182,0.2755907,11.88,184.8067996,149.9477548,207.7404042,180.5220281,9.482170105
2019-02-17,28.76,19.76,40.28,0,9.395148,603.9738,4.250186,-12.1,23,47.4,1015.5,4466.67024,0,20.52,161.7184752,121.9971944,201.418385,146.7710612,9.431742668
2019-02-18,33.62,23.54,42.62,0,6.263432,447.388,2.908022,-10.7,27,43.5,1014.7,2830.55782,0,19.08,138.0021041,112.3749843,174.9450458,122.8765365,9.424977303
2019-02-19,34.52,32.36,37.4,0.18110246,8.724066,648.7126,3.131716,-1.7,36,80.8,1008.7,952.77854,1.2992133,5.04,150.03797,136.1297219,161.3341063,179.9604916,9.463512421
2019-02-20,35.06,31.82,40.1,0,9.171454,715.8208,4.697574,-3.7,48,67.8,1014.5,1738.89028,0.1574804,8.28,151.1313075,129.9173149,166.5749625,157.4643183,9.442557335
2019-02-21,36.32,27.32,48.2,0,7.605596,447.388,3.35541,-5.3,32,59.4,1015.9,4055.5588,0,20.88,143.5383003,104.3947586,184.3038116,139.4442889,9.444993973
2019-02-22,39.2,29.12,51.44,0,8.276678,603.9738,3.35541,-4.7,28,56.1,1011.3,4258.33674,0,22.32,131.2039324,96.74601655,172.1423313,124.3356233,9.122534752
2019-02-23,44.24,32.9,58.1,0,6.487126,156.5858,2.460634,-7.3,15,41,1012.8,4455.55912,0,25.2,106.4194203,83.98316955,136.262889,93.87326483,8.978292465
2019-02-24,43.34,34.16,56.66,0,10.961006,648.7126,4.026492,-5.7,20,45,1012.1,4463.89246,0,22.5,111.8237499,86.57641287,138.400074,99.96212566,8.783779144
2019-02-25,40.46,34.34,50.36,0,10.737312,715.8208,5.144962,-4.6,26,55.8,1011.1,3947.22538,0,16.02,126.7572549,99.09909864,149.2992911,119.7865874,9.43020153
2019-02-26,41.36,29.3,53.6,0,10.961006,402.6492,3.579104,-10.7,16,32.8,1013.4,4513.8925,0,24.3,102.7220079,85.20724272,129.1589285,89.17387158,8.821718216
2019-02-27,46.04,40.46,57.2,0,9.618842,648.7126,3.579104,-8.3,21,31.3,1010.7,3566.66952,0,16.74,93.21775598,81.08709015,102.0547406,80.93666393,8.913719177
2019-02-28,43.88,35.6,55.04,0,10.513618,603.9738,4.47388,-6.5,24,39.5,1008.4,3908.33646,0,19.44,105.8006981,87.04474775,125.9283759,92.95176965,8.784767151
2019-03-01,43.88,34.16,55.4,0,9.842536,648.7126,4.697574,-5.9,22,42.3,1011.2,4272.22564,0,21.24,108.3502979,87.56345556,134.4729224,95.94993098,8.787703514
2019-03-02,46.04,34.34,58.46,0,7.381902,648.7126,2.460634,-6.6,19,37.6,1008.7,3769.44746,0,24.12,99.75635693,82.6578439,126.178042,87.2874063,8.925481796
2019-03-03,48.92,36.5,60.98,0,7.381902,715.8208,3.35541,-5.6,15,36.4,1002.5,4269.44786,0,24.48,93.86656484,80.26319171,118.5939725,81.98555637,8.893893242
2019-03-04,49.82,41,61.34,0,10.513618,603.9738,4.250186,-2.2,19,46.1,1003.2,4130.55886,0,20.34,98.037021,81.52487018,118.8557599,87.91697807,8.882322311
2019-03-05,47.12,42.08,55.22,0,8.724066,603.9738,4.47388,2.1,40,66.3,1009.6,2558.33538,0,13.14,106.4794147,87.35243494,122.7436029,108.1976526,8.851799965
2019-03-06,47.12,42.26,54.32,0,9.618842,648.7126,4.47388,-0.2,43,55,1005.6,2886.11342,0,12.06,106.8164517,91.10865433,120.6266246,100.051964,8.852169037
2019-03-07,44.6,37.58,54.86,0,11.408394,715.8208,4.921268,-2.9,26,51.1,1009.1,4377.78128,0,17.28,112.2392618,90.06684867,133.5666625,103.0405993,8.86288929
2019-03-08,42.98,33.08,56.12,0,9.395148,447.388,4.250186,-7.2,17,39.4,1014.3,5186.11526,0,23.04,107.6291508,85.7041659,132.9263248,94.52793446,8.784365654
2019-03-09,44.96,31.28,58.82,0,6.71082,648.7126,2.908022,-10.1,10,31.8,1011.2,4011.11432,0,27.54,95.39830651,80.16364461,121.821823,82.82984973,8.926698685
2019-03-10,50.18,44.06,59.54,0,6.487126,760.5596,2.684328,-9.5,12,26.4,1003.2,2475.00198,0,15.48,83.07156081,77.14302144,89.24188551,72.24257422,8.865736008
2019-03-11,43.88,38.3,50,0,9.618842,648.7126,4.026492,-0.7,38,61,998.7,2700.00216,0,11.7,116.8436337,99.7797399,136.3654368,114.1042884,9.425251961
2019-03-12,39.02,31.46,46.22,0,13.42164,603.9738,6.039738,-5.8,21,55.1,1000.8,1430.5567,0,14.76,131.3234646,109.2005079,160.6701476,123.6836329,9.436769485
2019-03-13,38.3,31.28,47.3,0,16.105968,715.8208,7.381902,-10,14,38.5,1009.3,4963.89286,0,16.02,117.401658,98.24650167,136.5620798,102.8437932,9.122066498
2019-03-14,41,28.94,50,0,8.500372,402.6492,4.250186,-6.8,18,45.3,1011.9,3894.44756,0,21.06,118.1568084,97.35814994,157.390347,105.7891916,9.444805145
2019-03-15,41.9,34.88,52.34,0.13779535,12.079476,447.388,3.579104,0,24,72.8,1006.8,2758.33554,0,17.46,121.714003,90.37622028,151.6192481,132.2344816,8.976491928
2019-03-16,39.74,32.36,48.56,0,11.408394,603.9738,4.026492,-1.1,38,69.9,1009.9,3266.66928,0,16.2,130.9785132,101.2300281,164.1586736,138.5029845,9.435183525
2019-03-17,43.34,36.68,54.32,0,9.842536,603.9738,4.47388,-3,24,55.4,1012.6,5450.00436,0,17.64,117.4648869,91.0984344,139.9340746,110.5230416,8.852745056
2019-03-18,44.78,34.52,57.92,0,10.513618,603.9738,3.131716,-5.6,20,43.8,1009.4,4536.11474,0,23.4,107.4801426,84.79632125,135.5549819,95.64682315,8.850121498
2019-03-19,50,38.12,62.06,0,7.381902,603.9738,3.131716,-0.2,20,52,1006.5,4169.44778,0,23.94,99.42578286,80.83573922,132.4353015,91.50866997,8.906242371
2019-03-20,50.54,44.78,58.28,0.64960665,8.724066,514.4962,3.131716,6.4,42,79,999.8,1216.66764,0,13.5,90.76930503,75.93484017,107.8596488,105.3064689,8.967967033
2019-03-21,44.78,35.42,51.98,0.12992133,12.30317,603.9738,6.487126,3.2,49,77.4,998.1,2086.11278,0,16.56,108.9508402,88.42458978,147.468568,124.3348953,8.953677177
2019-03-22,37.94,30.74,46.94,0,11.1847,648.7126,6.263432,-9.5,20,40.9,1009.4,6075.00486,0,16.2,121.5917793,100.7644957,142.9295572,107.2268974,9.432110786
2019-03-23,37.94,31.28,46.76,0.06692917,14.092722,648.7126,5.368656,-7.3,25,46.9,1010.4,3505.55836,0,15.48,128.5590929,104.8776264,151.2260332,115.9710296,9.520772934
